file_path	line_number	line_content	integration_type	gemini_is_integration	gemini_direction	gemini_reason	bge_is_integration	bge_direction	bge_nearest_score	claude_is_integration	claude_direction	claude_reason	all_agree	agreement_pattern
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	51	return file != null && file.toFile().exists();	file_io	True	outward	The `file.toFile().exists()` call directly queries the file system for a file's existence.	True	ambiguous	0.725	False	not_integration	File metadata operation (not meaningful I/O)	False	I-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	68	return new File(uri).getName().replaceFirst("\\?.*$", "");	file_io	False	not_integration	Creating a `File` object or calling `getName()` on it is a local path manipulation and does not invo	False	not_integration	0.682	False	not_integration	File metadata operation (not meaningful I/O)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	76	try (FileInputStream input = new FileInputStream(path.toFile());	file_io	True	outward	The `new FileInputStream()` constructor explicitly opens a file for reading from the file system.	True	inward	0.775	True	inward	Actual file I/O operation	True	I-I-I
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	78	BufferedReader bufferedReader = new BufferedReader(reader)) {	file_io	True	outward	The `BufferedReader` is used to read from an `InputStreamReader` which is backed by a `FileInputStre	True	inward	0.775	True	inward	Actual file I/O operation	True	I-I-I
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	103	LOG.error("Cannot find file by given URI: {}", uri, e);	file_io	False	not_integration	This is a logging statement for an error, not an integration boundary itself.	True	ambiguous	0.706	False	not_integration	String/name-only reference (logging, assertion, constant)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	112	try (BufferedReader br = new BufferedReader(new InputStreamReader(inputStream, charset))) {	file_io	True	outward	This method reads from an InputStream, which in the context of a FileSystemService typically implies	True	ambiguous	0.723	True	inward	Actual file I/O operation	True	I-I-I
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	144	.filter(File::isFile)	file_io	True	outward	The `File::isFile` method checks the type of a file system entry, which is a direct interaction with	True	ambiguous	0.715	False	not_integration	File metadata operation (not meaningful I/O)	False	I-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/file/WorkspaceFileService.java	145	.map(File::getName)	file_io	False	not_integration	The `File::getName` method retrieves metadata from a File object, but does not perform an I/O operat	True	ambiguous	0.715	False	not_integration	File metadata operation (not meaningful I/O)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/model/NodeSymbolType.java	45	COPYBOOK(File),	file_io	False	not_integration	The term 'File' is an enum constant referring to a SymbolKind (a programming language concept), not 	False	not_integration	0.629	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/model/NodeSymbolType.java	48	FILE(File),	file_io	False	not_integration	The term 'File' is an enum constant referring to a SymbolKind (a programming language concept), not 	False	not_integration	0.629	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/model/SectionType.java	21	FILE("FILE"),	file_io	False	not_integration	The term 'FILE' is an enum constant representing a COBOL section type, not an actual file system ope	False	not_integration	0.568	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/utils/FileUtils.java	35	return Pattern.matches("file://.*?\\.c4z/\\.extsrcs/.+", uri);	file_io	False	not_integration	This line performs string pattern matching on a URI string, not an actual file system I/O operation.	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/main/java/org/eclipse/lsp/cobol/common/utils/KeywordsUtils.java	49	LOG.error("Unable to load the Keywords file {}: {}", fileName, e.getMessage());	file_io	False	not_integration	This is a logging statement for an error, not an integration boundary itself.	False	not_integration	0.652	False	not_integration	String/name-only reference (logging, assertion, constant)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/test/java/org/eclipse/lsp/cobol/common/benchmark/BenchmarkServiceTests.java	23	benchmarkSession.attr("uri", "http://hello.com");	http_rest	False	not_integration	This line is setting a string attribute in a test, not performing an HTTP request, despite the strin	False	not_integration	0.695	False	not_integration	String/name-only reference (logging, assertion, constant)	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/common/src/test/java/org/eclipse/lsp/cobol/common/benchmark/BenchmarkServiceTests.java	31	assertEquals("http://hello.com", benchmarkSession.attr("uri"));	http_rest	False	not_integration	This line is an assertion in a test, comparing a string attribute, not performing an HTTP request.	True	inward	0.713	False	not_integration	String/name-only reference (logging, assertion, constant)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/main/java/org/eclipse/lsp/cobol/dialects/daco/MessageServiceParser.java	276	validateLength(names[0], "database name", 8);	database	False	not_integration	This method performs string validation related to database naming conventions, but does not interact	True	outward	0.720	False	not_integration	String/name-only reference (logging, assertion, constant)	False	N-I-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestCopyMaidWithWrkShowsErrorAfter77.java	47	@Disabled("An error is produced, but is shown in copybook file. Not sure if it's wrong.")	file_io	False	not_integration	This is a JUnit test annotation; the string literal is descriptive and does not represent an integra	False	not_integration	0.657	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	43	+ "            CLOSE FILE INPUT 0123. \r\n"	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	44	+ "            CLOSE FILE INPUT ALL. \r\n"	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	45	+ "            CLOSE FILE OUTPUT 0123. \r\n"	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	46	+ "            CLOSE FILE OUTPUT ALL. \r\n"	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	48	+ "            CLOSE FILE INPUT {01234|1}. \r\n"	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	49	+ "            CLOSE FILE OUTPUT {01234|1}. \r\n";	file_io	False	not_integration	This is a string literal containing COBOL code, not a Java I/O operation.	False	not_integration	0.676	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileCloseStatement.java	60	"Exact length of file reference must be 4 bytes",	file_io	False	not_integration	This is a string literal used in a test diagnostic, and the mention of 'file reference' is incidenta	False	not_integration	0.623	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	45	+ "            GET FILE {$DET001-XW1} INTO {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	46	+ "            GET FILE {$DET001-XW1} INTO {$DET001-XW1} VOLSER INTO {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	47	+ "            GET FILE 'SDFSE' INTO {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	48	+ "            GET FILE 'SDFSE' INTO {$DET001-XW1} VOLSER INTO {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	50	+ "            GET FILE {$DET001-XW1} INTO {ABCD|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileGetStatement.java	51	+ "            GET FILE {$DET001-XW1} INTO {$DET001-XW1} VOLSER INTO {ABCD|1}. \r\n";	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.692	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	43	+ "            OPEN FILE 0123. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	44	+ "            OPEN FILE 0123 MAX LENGTH 2. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	45	+ "            OPEN FILE 0123 MAX LENGTH {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	46	+ "            OPEN FILE 0123 MAX LENGTH LAYOUT. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	48	+ "            OPEN FILE {01|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	49	+ "            OPEN FILE {01234|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	50	+ "            OPEN FILE 0123 MAX LENGTH {ABCD|2}. \r\n";	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.693	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileOpenStatement.java	62	"Exact length of file reference must be 4 bytes",	file_io	False	not_integration	This is a string literal representing an error message in a test assertion, not an actual file opera	False	not_integration	0.635	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	45	+ "            READ FILE 0123. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	46	+ "            READ FILE 0123 MAX LENGTH 2. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	47	+ "            READ FILE 0123 MAX LENGTH {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	48	+ "            READ FILE 0123 MAX LENGTH LAYOUT. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	50	+ "            READ FILE {01|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	51	+ "            READ FILE {01234|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	52	+ "            READ FILE 0123 MAX LENGTH {ABCD|2}. \r\n";	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.681	False	not_integration	COBOL string literal in Java code	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileReadStatement.java	64	"Exact length of file reference must be 4 bytes",	file_io	False	not_integration	This is a string literal representing an error message in a test assertion, not an actual file opera	False	not_integration	0.647	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	45	+ "            WRITE FILE 0123. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	46	+ "            WRITE FILE 0123 LENGTH 2. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	47	+ "            WRITE FILE 0123 LENGTH {$DET001-XW1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	49	+ "            WRITE FILE {01|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	50	+ "            WRITE FILE {01234|1}. \r\n"	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	51	+ "            WRITE FILE 0123 LENGTH {ABCD|2}. \r\n";	file_io	False	not_integration	This line is a COBOL code snippet embedded as a string literal within a Java test file, serving as t	False	not_integration	0.694	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoFileWriteStatement.java	63	"Exact length of file reference must be 4 bytes",	file_io	False	not_integration	This is a string literal representing an error message in a test assertion, not an actual file opera	False	not_integration	0.647	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-daco/src/test/java/org/eclipse/lsp/cobol/dialects/daco/usecases/TestDaCoStringCheckStatement.java	71	"Max length limit of 55 bytes allowed for email.",	email	False	not_integration	This is a string literal representing an error message about an internal data validation rule (email	False	not_integration	0.627	False	not_integration	Gemini tiebreaker: classified as NOISE	True	N-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	95	+ "000490 FILE-CONTROL.\n"	file_io	True	ambiguous	This line is part of a COBOL file control declaration within a Java string literal, indicating an ex	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	96	+ "000500     SELECT TRANS-FILE-IN\n"	file_io	True	ambiguous	This line is part of a COBOL file selection declaration within a Java string literal, indicating an 	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	99	+ "000530 FILE SECTION.\n"	file_io	True	ambiguous	This line is part of a COBOL file section declaration within a Java string literal, indicating an ex	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	100	+ "000540 FD  TRANS-FILE-IN\n"	file_io	True	ambiguous	This line is a COBOL file description entry within a Java string literal, defining an external file 	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	105	+ "000590     DATA RECORD IS FILE-RECORD.\n"	file_io	True	ambiguous	This line specifies the data record for a COBOL file within a Java string literal, defining an exter	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
/Users/asgupta/code/smojol/che-che4z-lsp-for-cobol-integration/server/dialect-idms/src/test/java/org/eclipse/lsp/cobol/dialects/idms/TestOutlineTree.java	106	+ "000600 01  FILE-RECORD                             PIC X(113).\n"	file_io	True	ambiguous	This line defines the structure of a COBOL file record within a Java string literal, indicating an e	False	not_integration	0.679	False	not_integration	COBOL string literal in Java code	False	I-N-N
